,protocol_type,protocol_name,Algorithm,Simulation_Number,Task Id,Mission Id,Task Importance,Max Players,Initial Workload,Arrival Delay,Abandonment Counter,Total Abandonment Counter,Total Time In System,Total Time Since First Arrival,Time Taken (In System) Relative To Optimal,Time Taken (First Arrival) Relative To Optimal,Cap,Is Done,Abandonment Penalty,Utility,map_size,max_nclo,converge_threshold
72,Delay,Pois(1000^d)+TS,FMC_ATA,2,9,23,63527.835890057184,4,63527.835890057184,718.4388224762123,0,0,17790.950553211183,17072.511730734972,0.8926987304592152,0.9302649324834042,61562.838981686444,True,0,57074.837222223636,9000X9000,100000,1e-05
73,Delay,Pois(1000^d)+TS,FMC_ATA,2,9,25,63527.835890057184,3,63527.835890057184,1387.1925450516962,0,0,22714.375642545994,21327.183097494297,0.9322706302796784,0.9929086837151814,63336.15884658684,True,0,54723.929074632746,9000X9000,100000,1e-05
74,Delay,Pois(1000^d)+TS,FMC_ATA,2,9,24,63527.835890057184,4,63527.835890057184,2588.3082279876853,0,0,53156.23993215963,50567.93170417195,0.2987788262071125,0.3140717533282858,22361.9110654569,True,0,17024.50238457998,9000X9000,100000,1e-05
75,Delay,Pois(1000^d)+TS,FMC_ATA,2,2,2,62893.53829404123,4,62893.53829404123,1695.9051964053397,0,0,18254.444028859205,16558.538832453865,0.861345574187445,0.9495635292827469,61395.5132893548,True,0,51349.50584310892,9000X9000,100000,1e-05
76,Delay,Pois(1000^d)+TS,FMC_ATA,2,2,4,62893.53829404123,6,62893.53829404123,2118.673573510616,0,0,34412.34975460466,32293.67618109404,0.30460739987502866,0.3245916111736118,20682.210419989267,True,0,16544.428366651824,9000X9000,100000,1e-05
77,Delay,Pois(1000^d)+TS,FMC_ATA,2,2,3,62893.53829404123,5,62893.53829404123,5152.936794726833,0,0,54597.989555580265,49445.05276085343,0.2303877443326596,0.25439769919240623,17958.10187208337,True,0,10434.580025846088,9000X9000,100000,1e-05
78,Delay,Pois(1000^d)+TS,FMC_ATA,2,7,17,93884.36813632483,8,93884.36813632483,1744.1396531250862,0,0,29292.88788946382,27548.74823633873,0.400627826840579,0.4259919875982095,53264.9840468597,True,0,44323.53066679162,9000X9000,100000,1e-05
79,Delay,Pois(1000^d)+TS,FMC_ATA,2,7,19,93884.36813632483,6,93884.36813632483,1123.5948796167368,0,0,36186.771467749604,35063.17658813287,0.43240648598156245,0.44626289492217125,47955.15066798256,True,0,42601.253474644356,9000X9000,100000,1e-05
80,Delay,Pois(1000^d)+TS,FMC_ATA,2,7,18,93884.36813632483,9,93884.36813632483,1311.7398331843547,0,0,60149.3876860431,58837.64785285874,0.17342814051641905,0.17729458671901702,35055.33887538298,True,0,30530.382591994505,9000X9000,100000,1e-05
81,Delay,Pois(1000^d)+TS,FMC_ATA,2,4,8,40618.37653900229,1,40618.37653900229,375.7707699303009,0,0,40994.14730893259,40618.37653900229,0.9908335507725412,1.0,40618.37653900228,True,0,39041.65629478772,9000X9000,100000,1e-05
82,Delay,Pois(1000^d)+TS,FMC_ATA,2,4,10,40618.37653900229,1,40618.37653900229,2489.559421245242,0,0,43107.93596024753,40618.37653900229,0.942248234210494,1.0,40618.37653900229,True,0,31246.873523659353,9000X9000,100000,1e-05
83,Delay,Pois(1000^d)+TS,FMC_ATA,2,4,9,40618.37653900229,3,40618.37653900229,40680.640520360386,0,0,61114.1301518618,20433.489631501412,0.22154383630577826,0.662611188323942,26996.050118001353,True,0,371.4122307467226,9000X9000,100000,1e-05
84,Delay,Pois(1000^d)+TS,FMC_ATA,2,11,29,84869.62905145145,7,84869.62905145145,34.586696488151354,0,0,35951.57170648563,35916.98500999748,0.3372379049411273,0.3375626522733227,30128.873395200375,True,0,30019.281407770948,9000X9000,100000,1e-05
85,Delay,Pois(1000^d)+TS,FMC_ATA,2,11,30,84869.62905145145,3,84869.62905145145,2070.4227626433603,0,0,49137.932013393096,47067.50925074973,0.5757237879439675,0.6010489358969678,60665.04980683645,True,0,48775.4414209607,9000X9000,100000,1e-05
86,Delay,Pois(1000^d)+TS,FMC_ATA,2,11,31,84869.62905145145,2,84869.62905145145,4335.426990632879,0,0,62091.79206415455,57756.36507352167,0.6834206763090552,0.7347210038531304,69548.07850365553,True,0,44046.040731455476,9000X9000,100000,1e-05
87,Delay,Pois(1000^d)+TS,FMC_ATA,2,10,28,52389.87135599712,3,52389.87135599712,1121.2784754891063,0,0,19266.242276186964,18144.963800697857,0.9064191242722839,0.96243181545104,51088.171307786506,True,0,45395.569436628386,9000X9000,100000,1e-05
88,Delay,Pois(1000^d)+TS,FMC_ATA,2,10,26,52389.87135599712,2,52389.87135599712,1109.3284582016734,0,0,27602.582559261904,26493.25410106023,0.9490030732363116,0.9887398346037933,52091.55293293544,True,0,46345.46225156433,9000X9000,100000,1e-05
89,Delay,Pois(1000^d)+TS,FMC_ATA,2,10,27,52389.87135599712,4,52389.87135599712,41617.43864465014,0,0,72199.01476790126,30581.57612325112,0.18140784719990727,0.4282796866392147,33179.59586944601,True,0,413.58191142311335,9000X9000,100000,1e-05
90,Delay,Pois(1000^d)+TS,FMC_ATA,3,8,21,46720.93931514355,4,46720.93931514355,440.8933234561153,0,0,12374.473232104703,11933.579908648588,0.9438975388853189,0.9787704040361691,46062.668308835426,True,0,43971.86844652565,9000X9000,100000,1e-05
91,Delay,Pois(1000^d)+TS,FMC_ATA,3,8,20,46720.93931514355,4,46720.93931514355,1498.9978300622497,0,0,13619.741964468078,12120.744134405828,0.8575958971365183,0.9636565791064333,45696.72553192526,True,0,39020.66820030085,9000X9000,100000,1e-05
